grievance_id,text,category,,,,,,,,,,,,,,,,,,,,,,,
GRVH900016,"Water pipeline leak ho gaya hai Patna mein, sadak par paani bah raha hai 2 hafte se. Bahut pareshaan hain hum log.",Water Supply,,,,,,,,,,,,,,,,,,,,,,,
GRVH900173,"Dear officer, Vikas Tiwari ki pension 2 hafte se nahi mili hai, bank account Wright Town branch mein hai.",Pension & Provident Fund,,,,,,,,,,,,,,,,,,,,,,,
GRVH900448,"Namaste sir, Passbook update Jaipur bank branch mein 2 hafte se nahi ho raha, staff kaam nahi kar rahe. Please take urgent action.",Banking & Financial Services,,,,,,,,,,,,,,,,,,,,,,,
GRVH900175,"Dear officer, Divyang pension yojna ka labh Vikas Tiwari ko 1 hafta se nahi mil raha Napier Town mein, form baar baar reject ho raha. Sadar naman.",Pension & Provident Fund,,,,,,,,,,,,,,,,,,,,,,,
GRVH900286,"FIR Civil Lines thane mein darj nahi ki ja rahi hai 3 din se, police sun nahi rahi. Thank you.",Police & Law and Order,,,,,,,,,,,,,,,,,,,,,,,
GRVH900245,"?????, ???? ????? Model Town ??? 3 din ?? ?????? ?? ??? ????? ??, ??? ?????? ???? ?? ???? Kripya jald samadhan karein.",Land Records & Revenue,,,,,,,,,,,,,,,,,,,,,,,
GRVH900427,"????????? ????? ??????? Shastri Colony ?? ????? ??? ?? ???? ?????, ???? ???? ??? ???? ?????? ??? Otherwise we will protest.",Ration & Public Distribution System,,,,,,,,,,,,,,,,,,,,,,,
GRVH900309,"Blood bank Sector 7 mein zaroori blood group available nahi tha emergency mein, delay se dikkat hui. ????? ???? ???????? ?????",Healthcare & Hospitals,,,,,,,,,,,,,,,,,,,,,,,
GRVH900420,"PDS dealer Bhopal mein kerosene nahi de raha, black market mein bech raha hai shayad. Bahut pareshaan hain hum log.",Ration & Public Distribution System,,,,,,,,,,,,,,,,,,,,,,,
GRVH900214,"Respected Sir, Registry ke baad bhi khasra number update nahi hua Kanpur revenue office mein. Sadar naman.",Land Records & Revenue,,,,,,,,,,,,,,,,,,,,,,,
GRVH900226,"Dear officer, ???? ????? Raipur ??? 10 din ?? ?????? ?? ??? ????? ??, ??? ?????? ???? ?? ???? Otherwise we will protest.",Land Records & Revenue,,,,,,,,,,,,,,,,,,,,,,,
GRVH900463,"Passbook update Nagpur bank branch mein 1 hafta se nhi ho raha, staff kaam nahi kar rahe. Bahut pareshaan hn hum log.",Banking & Financial Services,,,,,,,,,,,,,,,,,,,,,,,
GRVH900326,"?????, Blood bank Bhopal mein zaroori blood group available nahi tha emergency mein, delay se dikkat hui. Please take urgent action.",Healthcare & Hospitals,,,,,,,,,,,,,,,,,,,,,,,
GRVH900557,"Sir/Madam, Contract worker Kotwali area factory mein PF aur ESI ka labh nahi diya ja raha h kai mahino se. Kripya jald samadhan karein.",Employment & Labour,,,,,,,,,,,,,,,,,,,,,,,
GRVH900308,"Sir/Madam, Blood bank Model Town mein zaroori blood group available nahi tha emergency mein, delay se dikkat hui.",Healthcare & Hospitals,,,,,,,,,,,,,,,,,,,,,,,
GRVH900517,"Dear officer, Ration dealer Sector 7 mein har mahine paise leta hai anaj dene ke liye, complaint dena chahta hoon. Kripya jald samadhan karein.",Corruption & Bribery,,,,,,,,,,,,,,,,,,,,,,,
GRVH900190,"Respected Sir, Divyang pension yojna ka labh Deepak Chouhan ko two weeks se nahi mil raha Indore mein, form baar baar reject ho raha.",Pension & Provident Fund,,,,,,,,,,,,,,,,,,,,,,,
GRVH900143,"Respected Sir, ????????? ???? ????? Civil Lines ??? ??????? ?? ??? ???, ???? ????? ???? ? ????",Sanitation & Garbage,,,,,,,,,,,,,,,,,,,,,,,
GRVH900188,"Deepak Chouhan ki pension 3 days se nahi mili hai, bank account Nagpur branch mein hai. ????? ???? ???????? ?????",Pension & Provident Fund,,,,,,,,,,,,,,,,,,,,,,,
GRVH900350,"?????, Midday meal quality Model Town school mein bahut kharab h, bacche bimar pad rahe hain. ????? ???? ???????? ?????",Education & Schools,,,,,,,,,,,,,,,,,,,,,,,
GRVH900017,"Drinking water contaminated hai Bhopal mein, please send sample testing team.",Water Supply,,,,,,,,,,,,,,,,,,,,,,,
GRVH900010,"Water pipeline leak ho gaya hai Gwalior mein, sadak par paani bah raha hai two weeks se.",Water Supply,,,,,,,,,,,,,,,,,,,,,,,
GRVH900493,"Namaste sir, ????? ?????? ???? ?????? ?? ??? 500 ???? ????? ?? Lucknow ???????? ????",Corruption & Bribery,,,,,,,,,,,,,,,,,,,,,,,
GRVH900030,"Namaste sir, Water pipeline leak ho gaya hai Gwalior mein, sadak par paani bah raha hai 5 din se. Sadar naman.",Water Supply,,,,,,,,,,,,,,,,,,,,,,,
GRVH900351,"Government school Ranchi mein books two weeks se distribute nhi hui, session shuru ho chuka h. Bahut pareshaan hain hum log.",Education & Schools,,,,,,,,,,,,,,,,,,,,,,,
GRVH900494,????? ?????? ???? ?????? ?? ??? 1500 ???? ????? ?? Gandhi Nagar ???????? ???? Otherwise we will protest.,Corruption & Bribery,,,,,,,,,,,,,,,,,,,,,,,
GRVH900548,"Namaste sir, Contractor Varanasi construction site par safety equipment nahi deta, accident ka khatra rehta hai. Please take urgent action.",Employment & Labour,,,,,,,,,,,,,,,,,,,,,,,
GRVH900518,"Dear officer, Bribe li gayi thi Ramesh Kumar se Ranchi office mein kaam ke badle mein, sabuth hai.",Corruption & Bribery,,,,,,,,,,,,,,,,,,,,,,,
GRVH900396,"????????? ????? ??????? Varanasi ?? ????? ??? ?? ???? ?????, ???? ???? ??? ???? ?????? ??? Please take urgent action.",Ration & Public Distribution System,,,,,,,,,,,,,,,,,,,,,,,
GRVH900034,"Water supply ka pipeline Patna mein fata pada hai, saaf paani nhi mil raha logo ko. Bahut pareshaan hain hum log.",Water Supply,,,,,,,,,,,,,,,,,,,,,,,
GRVH900432,"?????, PDS dealer Jabalpur mein kerosene nahi de raha, black market mein bech raha hai shayad. Thank you.",Ration & Public Distribution System,,,,,,,,,,,,,,,,,,,,,,,
GRVH900284,"FIR Sector 7 thane mein darj nahi ki ja rahi hai 5 din se, police sun nahi rahi. ????? ???? ???????? ?????",Police & Law and Order,,,,,,,,,,,,,,,,,,,,,,,
GRVH900301,"Respected Sir, Blood bank Jabalpur mein zaroori blood group available nahi tha emergency mein, delay se dikkat hui. ????? ???? ???????? ?????",Healthcare & Hospitals,,,,,,,,,,,,,,,,,,,,,,,
GRVH900342,"Blood bank Civil Lines mein zaroori blood group available nahi tha emergency mein, delay se dikkat hui. Bahut pareshaan hain hum log.",Healthcare & Hospitals,,,,,,,,,,,,,,,,,,,,,,,
GRVH900081,"Sir/Madam, Flyover construction Lucknow mein delay ho raha hai 1 hafta se, traffic diversion se logo ko dikkat. Bahut pareshaan hain hum log.",Roads & Infrastructure,,,,,,,,,,,,,,,,,,,,,,,
GRVH900062,"Meter reading galat li gayi hai Shastri Colony mein, bill 1500 zyada aaya, bijli connection sahi hai fir bhi. Bahut pareshaan hain hum log.",Electricity,,,,,,,,,,,,,,,,,,,,,,,
GRVH900536,"Contractor Jaipur construction site par safety equipment nahi deta, accident ka khatra rehta hai.",Employment & Labour,,,,,,,,,,,,,,,,,,,,,,,
GRVH900461,"Passbook update Wright Town bank branch mein 10 din se nhi ho raha, staff kaam nahi kar rahe. Otherwise we will protest.",Banking & Financial Services,,,,,,,,,,,,,,,,,,,,,,,
GRVH900551,"Dear officer, Contractor Jabalpur construction site par safety equipment nahi deta, accident ka khatra rehta hai. Otherwise we will protest.",Employment & Labour,,,,,,,,,,,,,,,,,,,,,,,
GRVH900101,"Sir/Madam, Flyover construction Civil Lines mein delay ho raha hai one week se, traffic diversion se logo ko dikkat. Sadar naman.",Roads & Infrastructure,,,,,,,,,,,,,,,,,,,,,,,
GRVH900605,"Sir/Madam, Death certificate apply kiya tha 20 din pehle Sector 7 mein, abhi tak nahi mila. ????? ???? ???????? ?????",Municipal Certificates,,,,,,,,,,,,,,,,,,,,,,,
GRVH900243,"Namaste sir, ???? ????? Gandhi Nagar ??? 3 din ?? ?????? ?? ??? ????? ??, ??? ?????? ???? ?? ????",Land Records & Revenue,,,,,,,,,,,,,,,,,,,,,,,
GRVH900347,"?????, Government school Lucknow mein books 20 din se distribute nahi hui, session shuru ho chuka hai. Thank you.",Education & Schools,,,,,,,,,,,,,,,,,,,,,,,
GRVH900475,"?????? ??? ????? Raipur ???? ???? ??? 1 hafta ?? ????? ??, ??? ??? ???????? ????? ?? ??? ???? Sadar naman.",Banking & Financial Services,,,,,,,,,,,,,,,,,,,,,,,
GRVH900065,"?????, Wright Town mein bijli a month se gayab hai, transformer kharab ho gaya lagta hai. Thank you.",Electricity,,,,,,,,,,,,,,,,,,,,,,,
GRVH900162,"Sir/Madam, Divyang pension yojna ka labh Suman Devi ko 5 din se nhi mil raha Civil Lines mein, form baar baar reject ho raha. Sadar naman.",Pension & Provident Fund,,,,,,,,,,,,,,,,,,,,,,,
GRVH900477,"Respected Sir, ?????? ??? ????? Sector 7 ???? ???? ??? 1 hafta ?? ????? ??, ??? ??? ???????? ????? ?? ??? ????",Banking & Financial Services,,,,,,,,,,,,,,,,,,,,,,,
GRVH900549,"?????, Contractor Civil Lines construction site par safety equipment nahi deta, accident ka khatra rehta hai.",Employment & Labour,,,,,,,,,,,,,,,,,,,,,,,
GRVH900325,"Sarkari hospital Adhartal mein doctor 3 din se nhi aa rahe, mareez pareshan hain.",Healthcare & Hospitals,,,,,,,,,,,,,,,,,,,,,,,
GRVH900375,"Midday meal quality Gandhi Nagar school mein bahut kharab h, bacche bimar pad rahe hain.",Education & Schools,,,,,,,,,,,,,,,,,,,,,,,
GRVH900254,"Sir/Madam, FIR Ward 12 thane mein darj nahi ki ja rahi hai 3 din se, police sun nahi rahi. ????? ???? ???????? ?????",Police & Law and Order,,,,,,,,,,,,,,,,,,,,,,,
GRVH900210,"???? ????? Jaipur ??? two weeks ?? ?????? ?? ??? ????? ??, ??? ?????? ???? ?? ???? Please take urgent action.",Land Records & Revenue,,,,,,,,,,,,,,,,,,,,,,,
GRVH900606,"Respected Sir, Birth certificate Patna nagar nigam se 3 din se nahi bana, school admission ruk gaya.",Municipal Certificates,,,,,,,,,,,,,,,,,,,,,,,
GRVH900410,"Namaste sir, ???? ?? ????? Nagpur ??? ??? ??? ??????? ?? ??? ??, ?? ???? ???? ?? ??? ??? Otherwise we will protest.",Ration & Public Distribution System,,,,,,,,,,,,,,,,,,,,,,,
GRVH900492,"?????, Bribe li gayi thi Meena Kori se Shastri Colony office mein kaam ke badle mein, sabuth hai.",Corruption & Bribery,,,,,,,,,,,,,,,,,,,,,,,
GRVH900273,"?????, FIR Civil Lines thane mein darj nahi ki ja rahi h a month se, police sun nahi rahi.",Police & Law and Order,,,,,,,,,,,,,,,,,,,,,,,
GRVH900149,"Dear officer, Garbage Varanasi mein 3 days se uthaya nahi gaya, badbu aa rahi hai. Kripya jald samadhan karein.",Sanitation & Garbage,,,,,,,,,,,,,,,,,,,,,,,
GRVH900009,"Drinking water contaminated hai Gwalior mein, please send sample testing team. Otherwise we will protest.",Water Supply,,,,,,,,,,,,,,,,,,,,,,,
GRVH900324,"Namaste sir, Sarkari hospital Wright Town mein doctor 20 din se nahi aa rahe, mareez pareshan hain.",Healthcare & Hospitals,,,,,,,,,,,,,,,,,,,,,,,
GRVH900476,"Dear officer, ?????? ??? ????? Jaipur ???? ???? ??? 10 din ?? ????? ??, ??? ??? ???????? ????? ?? ??? ???? Bahut pareshaan hain hum log.",Banking & Financial Services,,,,,,,,,,,,,,,,,,,,,,,
GRVH900322,"Sarkari hospital Sector 7 mein doctor a month se nahi aa rahe, mareez pareshan hain. Bahut pareshaan hain hum log.",Healthcare & Hospitals,,,,,,,,,,,,,,,,,,,,,,,
GRVH900554,"Dear officer, Contract worker Varanasi factory mein PF aur ESI ka labh nahi diya ja raha hai kai mahino se.",Employment & Labour,,,,,,,,,,,,,,,,,,,,,,,
GRVH900540,"Respected Sir, ???????? Patna ??? ??????? ?? ??????? ???? ???? ???? ?? ??? ?? 5 din ??? Please take urgent action.",Employment & Labour,,,,,,,,,,,,,,,,,,,,,,,
GRVH900163,"Respected Sir, Divyang pension yojna ka labh Rajesh Verma ko 3 din se nahi mil raha Patna mein, form baar baar reject ho raha. Please take urgent action.",Pension & Provident Fund,,,,,,,,,,,,,,,,,,,,,,,
GRVH900541,"Respected Sir, ???????? Napier Town ??? ??????? ?? ??????? ???? ???? ???? ?? ??? ?? 15 din ??? Thank you.",Employment & Labour,,,,,,,,,,,,,,,,,,,,,,,
GRVH900497,"Namaste sir, ????? ?????? ???? ?????? ?? ??? 5000 ???? ????? ?? Jabalpur ???????? ???? Kripya jald samadhan karein.",Corruption & Bribery,,,,,,,,,,,,,,,,,,,,,,,
GRVH900312,"Namaste sir, Blood bank Gwalior mein zaroori blood group available nahi tha emergency mein, delay se dikkat hui.",Healthcare & Hospitals,,,,,,,,,,,,,,,,,,,,,,,
GRVH900189,"?????, Kavita Singh ki pension 5 din se nahi mili hai, bank account Gandhi Nagar branch mein hai.",Pension & Provident Fund,,,,,,,,,,,,,,,,,,,,,,,
GRVH900152,"?????, Garbage Lucknow mein 10 din se uthaya nahi gaya, badbu aa rahi hai. Kripya jald samadhan karein.",Sanitation & Garbage,,,,,,,,,,,,,,,,,,,,,,,
GRVH900481,"Bribe li gayi thi Meena Kori se Raipur office mein kaam ke badle mein, sabuth hai. Please take urgent action.",Corruption & Bribery,,,,,,,,,,,,,,,,,,,,,,,
GRVH900118,"Dear officer, Garbage Civil Lines mein two weeks se uthaya nahi gaya, badbu aa rahi h. Thank you.",Sanitation & Garbage,,,,,,,,,,,,,,,,,,,,,,,
GRVH900085,"Namaste sir, Flyover construction Ward 12 mein delay ho raha hai 3 din se, traffic diversion se logo ko dikkat.",Roads & Infrastructure,,,,,,,,,,,,,,,,,,,,,,,
GRVH900559,"Sir/Madam, Contract worker Patna factory mein PF aur ESI ka labh nahi diya ja raha hai kai mahino se. ????? ???? ???????? ?????",Employment & Labour,,,,,,,,,,,,,,,,,,,,,,,
GRVH900268,"Respected Sir, ???? Ward 12 ??? ?????? ???? ?? ?? ????? ?? ??????? ????, 3 din ??? ?? ??? ???????? ????? Thank you.",Police & Law and Order,,,,,,,,,,,,,,,,,,,,,,,
GRVH900565,"Dear officer, ???????? Kotwali area ??? ??????? ?? ??????? ???? ???? ???? ?? ??? ?? 10 din ??? ????? ???? ???????? ?????",Employment & Labour,,,,,,,,,,,,,,,,,,,,,,,
GRVH900598,"Namaste sir, ???? ?????? ???? ??? ??? ??? ?? ??? ?? Sector 7 ???????? ??, ????? ?????? Bahut pareshaan hain hum log.",Municipal Certificates,,,,,,,,,,,,,,,,,,,,,,,
GRVH900599,"Namaste sir, ???? ?????? ???? ??? ??? ??? ?? ??? ?? Indore ???????? ??, ????? ?????? Please take urgent action.",Municipal Certificates,,,,,,,,,,,,,,,,,,,,,,,
GRVH900287,"???? Shastri Colony ??? ?????? ???? ?? ?? ????? ?? ??????? ????, a month ??? ?? ??? ???????? ????? Please take urgent action.",Police & Law and Order,,,,,,,,,,,,,,,,,,,,,,,
GRVH900411,"PDS dealer Civil Lines mein kerosene nahi de raha, black market mein bech raha hai shayad. Sadar naman.",Ration & Public Distribution System,,,,,,,,,,,,,,,,,,,,,,,
GRVH900239,"???? ????? Adhartal ??? 10 din ?? ?????? ?? ??? ????? ??, ??? ?????? ???? ?? ???? ????? ???? ???????? ?????",Land Records & Revenue,,,,,,,,,,,,,,,,,,,,,,,
GRVH900321,"Respected Sir, Sarkari hospital Model Town mein doctor two weeks se nahi aa rahe, mareez pareshan hain. Sadar naman.",Healthcare & Hospitals,,,,,,,,,,,,,,,,,,,,,,,
GRVH900562,"Dear officer, Contractor Ranchi construction site par safety equipment nhi deta, accident ka khatra rehta hai.",Employment & Labour,,,,,,,,,,,,,,,,,,,,,,,
GRVH900269,"???? Indore ??? ?????? ???? ?? ?? ????? ?? ??????? ????, a month ??? ?? ??? ???????? ????? Bahut pareshaan hain hum log.",Police & Law and Order,,,,,,,,,,,,,,,,,,,,,,,
GRVH900604,"Dear officer, Birth certificate Raipur nagar nigam se 1 mahine se nhi bana, school admission ruk gaya. ????? ???? ???????? ?????",Municipal Certificates,,,,,,,,,,,,,,,,,,,,,,,
GRVH900044,"Sir/Madam, Varanasi mein bijli 1 hafta se gayab hai, transformer kharab ho gaya lagta hai. Otherwise we will protest.",Electricity,,,,,,,,,,,,,,,,,,,,,,,
GRVH900203,"Dear officer, ???? ????? Jabalpur ??? 15 din ?? ?????? ?? ??? ????? ??, ??? ?????? ???? ?? ???? Please take urgent action.",Land Records & Revenue,,,,,,,,,,,,,,,,,,,,,,,
GRVH900048,"Meter reading galat li gayi hai Ranchi mein, bill 5000 zyada aaya, bijli connection sahi hai fir bhi. Thank you.",Electricity,,,,,,,,,,,,,,,,,,,,,,,
GRVH900381,"Midday meal quality Civil Lines school mein bahut kharab hai, bacche bimar pad rahe hain. Sadar naman.",Education & Schools,,,,,,,,,,,,,,,,,,,,,,,
GRVH900253,"???? Varanasi ??? ?????? ???? ?? ?? ????? ?? ??????? ????, two weeks ??? ?? ??? ???????? ????? Sadar naman.",Police & Law and Order,,,,,,,,,,,,,,,,,,,,,,,
GRVH900334,"Respected Sir, Sarkari hospital Jabalpur mein doctor 3 din se nahi aa rahe, mareez pareshan hain.",Healthcare & Hospitals,,,,,,,,,,,,,,,,,,,,,,,
GRVH900330,"Sarkari hospital Madan Mahal mein doctor one week se nahi aa rahe, mareez pareshan hain. Thank you.",Healthcare & Hospitals,,,,,,,,,,,,,,,,,,,,,,,
GRVH900471,"?????? ??? ????? Gandhi Nagar ???? ???? ??? 3 days ?? ????? ??, ??? ??? ???????? ????? ?? ??? ???? ????? ???? ???????? ?????",Banking & Financial Services,,,,,,,,,,,,,,,,,,,,,,,
GRVH900421,"?????, ???? ?? ????? Jabalpur ??? ??? ??? ??????? ?? ??? ??, ?? ???? ???? ?? ??? ??? Please take urgent action.",Ration & Public Distribution System,,,,,,,,,,,,,,,,,,,,,,,
GRVH900444,"?????, ?????? ??? ????? Madan Mahal ???? ???? ??? a month ?? ????? ??, ??? ??? ???????? ????? ?? ??? ????",Banking & Financial Services,,,,,,,,,,,,,,,,,,,,,,,
GRVH900205,"Respected Sir, ???? ????? Bhopal ??? 2 hafte ?? ?????? ?? ??? ????? ??, ??? ?????? ???? ?? ???? Otherwise we will protest.",Land Records & Revenue,,,,,,,,,,,,,,,,,,,,,,,
GRVH900207,"???? ????? Bhopal ??? 3 days ?? ?????? ?? ??? ????? ??, ??? ?????? ???? ?? ????",Land Records & Revenue,,,,,,,,,,,,,,,,,,,,,,,
GRVH900283,"FIR Bhopal thane mein darj nhi ki ja rahi hai 3 days se, police sun nahi rahi. Please take urgent action.",Police & Law and Order,,,,,,,,,,,,,,,,,,,,,,,
GRVH900172,"Sunita Patel ki pension 3 din se nahi mili hai, bank account Model Town branch mein hai. Sadar naman.",Pension & Provident Fund,,,,,,,,,,,,,,,,,,,,,,,
GRVH900129,"Dear officer, ????????? ???? ????? Indore ??? ??????? ?? ??? ???, ???? ????? ???? ? ???? Bahut pareshaan hain hum log.",Sanitation & Garbage,,,,,,,,,,,,,,,,,,,,,,,
GRVH900384,"Sir/Madam, Government school Kotwali area mein books 3 days se distribute nahi hui, session shuru ho chuka hai. Bahut pareshaan hain hum log.",Education & Schools,,,,,,,,,,,,,,,,,,,,,,,
GRVH900310,"Blood bank Patna mein zaroori blood group available nahi tha emergency mein, delay se dikkat hui. Otherwise we will protest.",Healthcare & Hospitals,,,,,,,,,,,,,,,,,,,,,,,
GRVH900019,"?????, No proper drinking water paani facility in Varanasi village, women have to walk 2km daily. Otherwise we will protest.",Water Supply,,,,,,,,,,,,,,,,,,,,,,,
GRVH900007,"Water pipeline leak ho gaya hai Nagpur mein, sadak par paani bah raha hai 3 din se. Sadar naman.",Water Supply,,,,,,,,,,,,,,,,,,,,,,,
GRVH900437,"?????? ??? ????? Bhopal ???? ???? ??? 20 din ?? ????? ??, ??? ??? ???????? ????? ?? ??? ???? Kripya jald samadhan karein.",Banking & Financial Services,,,,,,,,,,,,,,,,,,,,,,,
GRVH900026,"Dear officer, ???? ?????? ?? ??? Lucknow ??? ???? ????? ??? ???? ???, logo ko paani nahi mil pa raha. ????? ???? ???????? ?????",Water Supply,,,,,,,,,,,,,,,,,,,,,,,
GRVH900029,"Dear officer, No proper drinking water paani facility in Civil Lines village, women have to walk 2km daily. Thank you.",Water Supply,,,,,,,,,,,,,,,,,,,,,,,
GRVH900229,"Namaste sir, Registry ke baad bhi khasra number update nahi hua Gandhi Nagar revenue office mein. Bahut pareshaan hain hum log.",Land Records & Revenue,,,,,,,,,,,,,,,,,,,,,,,
GRVH900255,"???? Patna ??? ?????? ???? ?? ?? ????? ?? ??????? ????, 20 din ??? ?? ??? ???????? ????? Please take urgent action.",Police & Law and Order,,,,,,,,,,,,,,,,,,,,,,,
GRVH900373,"Namaste sir, Midday meal quality Madan Mahal school mein bahut kharab h, bacche bimar pad rahe hain. Bahut pareshaan hain hum log.",Education & Schools,,,,,,,,,,,,,,,,,,,,,,,
GRVH900320,"Respected Sir, Sarkari hospital Lucknow mein doctor 15 din se nhi aa rahe, mareez pareshan hain. Kripya jald samadhan karein.",Healthcare & Hospitals,,,,,,,,,,,,,,,,,,,,,,,
GRVH900011,"Respected Sir, ???? ?????? ?? ??? Civil Lines ??? ???? ????? ??? ???? ???, logo ko paani nahi mil pa raha. ????? ???? ???????? ?????",Water Supply,,,,,,,,,,,,,,,,,,,,,,,
GRVH900126,"?????, Municipal safai gaadi Raipur area cover nahi karti, kachra jama hota rehta h roz. ????? ???? ???????? ?????",Sanitation & Garbage,,,,,,,,,,,,,,,,,,,,,,,
GRVH900573,"Sir/Madam, Contract worker Ranchi factory mein PF aur ESI ka labh nhi diya ja raha h kai mahino se.",Employment & Labour,,,,,,,,,,,,,,,,,,,,,,,
GRVH900478,"Sir/Madam, Passbook update Jabalpur bank branch mein 20 din se nhi ho raha, staff kaam nahi kar rahe.",Banking & Financial Services,,,,,,,,,,,,,,,,,,,,,,,
GRVH900512,"Bribe li gayi thi Ramesh Kumar se Jabalpur office mein kaam ke badle mein, sabuth hai. Kripya jald samadhan karein.",Corruption & Bribery,,,,,,,,,,,,,,,,,,,,,,,
GRVH900457,"Respected Sir, Passbook update Nagpur bank branch mein 3 days se nahi ho raha, staff kaam nahi kar rahe.",Banking & Financial Services,,,,,,,,,,,,,,,,,,,,,,,
GRVH900439,"Respected Sir, ?????? ??? ????? Jaipur ???? ???? ??? a month ?? ????? ??, ??? ??? ???????? ????? ?? ??? ???? Bahut pareshaan hain hum log.",Banking & Financial Services,,,,,,,,,,,,,,,,,,,,,,,
GRVH900417,"Namaste sir, PDS dealer Sector 7 mein kerosene nahi de raha, black market mein bech raha hai shayad.",Ration & Public Distribution System,,,,,,,,,,,,,,,,,,,,,,,
GRVH900370,"Midday meal quality Bhopal school mein bahut kharab hai, bacche bimar pad rahe hain. Thank you.",Education & Schools,,,,,,,,,,,,,,,,,,,,,,,
GRVH900409,"Namaste sir, ????????? ????? ??????? Raipur ?? ????? ??? ?? ???? ?????, ???? ???? ??? ???? ?????? ??? Sadar naman.",Ration & Public Distribution System,,,,,,,,,,,,,,,,,,,,,,,
GRVH900453,"Sir/Madam, ?????? ??? ????? Ward 12 ???? ???? ??? 2 hafte ?? ????? ??, ??? ??? ???????? ????? ?? ??? ???? Sadar naman.",Banking & Financial Services,,,,,,,,,,,,,,,,,,,,,,,
GRVH900571,"Sir/Madam, Contract worker Patna factory mein PF aur ESI ka labh nahi diya ja raha hai kai mahino se.",Employment & Labour,,,,,,,,,,,,,,,,,,,,,,,
GRVH900167,"?????, Ashok Gupta ki pension two weeks se nahi mili hai, bank account Ranchi branch mein hai. Kripya jald samadhan karein.",Pension & Provident Fund,,,,,,,,,,,,,,,,,,,,,,,
GRVH900105,"Sadak Lucknow mein 5 din se kaam adhura pada hai, dhool aur gaddo ki wajah se logo ko pareshani. Please take urgent action.",Roads & Infrastructure,,,,,,,,,,,,,,,,,,,,,,,
GRVH900183,"Namaste sir, Divyang pension yojna ka labh Meena Kori ko two weeks se nahi mil raha Varanasi mein, form baar baar reject ho raha.",Pension & Provident Fund,,,,,,,,,,,,,,,,,,,,,,,
GRVH900012,"?????, Water supply ka pipeline Ward 12 mein fata pada hai, saaf paani nahi mil raha logo ko. Thank you.",Water Supply,,,,,,,,,,,,,,,,,,,,,,,
GRVH900095,"Flyover construction Raipur mein delay ho raha hai two weeks se, traffic diversion se logo ko dikkat. Bahut pareshaan hain hum log.",Roads & Infrastructure,,,,,,,,,,,,,,,,,,,,,,,
GRVH900354,"Government school Lucknow mein books 5 din se distribute nahi hui, session shuru ho chuka hai. Bahut pareshaan hain hum log.",Education & Schools,,,,,,,,,,,,,,,,,,,,,,,
GRVH900558,"Contractor Raipur construction site par safety equipment nahi deta, accident ka khatra rehta hai. Kripya jald samadhan karein.",Employment & Labour,,,,,,,,,,,,,,,,,,,,,,,
GRVH900022,"Respected Sir, Water supply ka pipeline Indore mein fata pada hai, saaf paani nahi mil raha logo ko.",Water Supply,,,,,,,,,,,,,,,,,,,,,,,
GRVH900577,"?????, Contract worker Ward 12 factory mein PF aur ESI ka labh nahi diya ja raha hai kai mahino se. Thank you.",Employment & Labour,,,,,,,,,,,,,,,,,,,,,,,
GRVH900136,"????????? ???? ????? Madan Mahal ??? ??????? ?? ??? ???, ???? ????? ???? ? ???? Otherwise we will protest.",Sanitation & Garbage,,,,,,,,,,,,,,,,,,,,,,,
GRVH900550,"Dear officer, Contractor Indore construction site par safety equipment nahi deta, accident ka khatra rehta hai. Kripya jald samadhan karein.",Employment & Labour,,,,,,,,,,,,,,,,,,,,,,,
GRVH900460,"?????? ??? ????? Wright Town ???? ???? ??? 3 din ?? ????? ??, ??? ??? ???????? ????? ?? ??? ????",Banking & Financial Services,,,,,,,,,,,,,,,,,,,,,,,
GRVH900353,"Government school Raipur mein books 10 din se distribute nahi hui, session shuru ho chuka hai. Kripya jald samadhan karein.",Education & Schools,,,,,,,,,,,,,,,,,,,,,,,
GRVH900318,"Blood bank Jaipur mein zaroori blood group available nahi tha emergency mein, delay se dikkat hui.",Healthcare & Hospitals,,,,,,,,,,,,,,,,,,,,,,,
GRVH900076,"Namaste sir, Meter reading galat li gayi h Bhopal mein, bill 500 zyada aaya, bijli connection sahi hai fir bhi. Kripya jald samadhan karein.",Electricity,,,,,,,,,,,,,,,,,,,,,,,
GRVH900429,"Dear officer, ???? ?? ????? Varanasi ??? ??? ??? ??????? ?? ??? ??, ?? ???? ???? ?? ??? ???",Ration & Public Distribution System,,,,,,,,,,,,,,,,,,,,,,,
GRVH900219,Registry ke baad bhi khasra number update nahi hua Bhopal revenue office mein. Otherwise we will protest.,Land Records & Revenue,,,,,,,,,,,,,,,,,,,,,,,
GRVH900585,"Sir/Madam, ???? ?????? ???? ??? ??? ??? ?? ??? ?? Shastri Colony ???????? ??, ????? ?????? Bahut pareshaan hn hum log.",Municipal Certificates,,,,,,,,,,,,,,,,,,,,,,,
GRVH900045,"Load shedding Ward 12 area mein bahut zyada ho rahi hai, bijli sirf kuch ghante milti hai. Otherwise we will protest.",Electricity,,,,,,,,,,,,,,,,,,,,,,,
GRVH900348,"Midday meal quality Kanpur school mein bahut kharab hai, bacche bimar pad rahe hain. Please take urgent action.",Education & Schools,,,,,,,,,,,,,,,,,,,,,,,
GRVH900572,"Respected Sir, Contractor Adhartal construction site par safety equipment nahi deta, accident ka khatra rehta hai. Please take urgent action.",Employment & Labour,,,,,,,,,,,,,,,,,,,,,,,
